Ticker,Market Cap,Exchange,Outstanding Shares,Q1_NetIncome,Q2_NetIncome,Q3_NetIncome,Q4_NetIncome,Q5_NetIncome,Q6_NetIncome,Q7_NetIncome,Q8_NetIncome,OldestDataDate,Month1_Volume,Month2_Volume,Month3_Volume,Month4_Volume,Month5_Volume,Month6_Volume,Month7_Volume,Month8_Volume,Month9_Volume,Month10_Volume,Month11_Volume,Month12_Volume,Month13_Volume,Month14_Volume,Month15_Volume,Month16_Volume,Month17_Volume,Month18_Volume,Month19_Volume,Month20_Volume,Month21_Volume,Month22_Volume,Month23_Volume,Month24_Volume
IVZ,5984604000,NYSE,448621000,132200000,145000000,187800000,177400000,121000000,197700000,426800000,330100000.0,,53996431.0,85650177.0,74174201.0,88421749.0,104239942.0,97197882.0,79258894.0,123924948.0,91122602.0,113591999.0,81898882.0,113244605.0,110924880.0,126447223.0,76744073.0,86367822.0,83276034.0,80154849.0,80637791.0,135442715.0,103093613.0,96073250.0,80476504.0,68286014.0
J,17430827000,NYSE,125918000,164239000,216512000,135647000,225207000,195983000,88816000,134034000,43145000.0,1999-12-31,8107933.0,13665224.0,12617024.0,10165191.0,16513966.0,15150835.0,8346908.0,15708981.0,14634111.0,11205326.0,8764328.0,12078650.0,12543994.0,11436831.0,11708546.0,7954515.0,12327840.0,15468411.0,13868770.0,18525884.0,15773607.0,12517821.0,12076161.0,12738967.0
JBHT,20336228000,NASDAQ,103345000,189552000,197768000,201303000,269382000,255342000,243325000,242209000,199829000.0,1999-12-31,10542146.0,16613025.0,15427519.0,16770381.0,15077175.0,13588511.0,16150722.0,16783055.0,12065622.0,16868186.0,12533587.0,15456175.0,16740445.0,16995458.0,14755964.0,14920417.0,13986948.0,18903007.0,27442701.0,19006900.0,11594686.0,15918036.0,9682239.0,10320411.0
JCI,35812045000,NYSE,680320000,1049000000,133000000,118000000,761000000,379000000,11000000,381000000,269000000.0,,47834181.0,87546877.0,100705385.0,66210884.0,74288933.0,93625570.0,72503405.0,95265192.0,71150990.0,60200726.0,67870112.0,94068843.0,84700615.0,82134112.0,84645053.0,82877022.0,91250736.0,129407676.0,80816616.0,102474691.0,94551676.0,73672448.0,62431177.0,72294936.0
JKHY,10767238000,NASDAQ,72801000,97773000,81549000,80775000,106549000,80426000,84707000,95670000,102114000.0,1999-12-31,5605947.0,8518390.0,11924686.0,10152011.0,11734735.0,18681639.0,14390031.0,18730885.0,11417545.0,7232769.0,9610257.0,13498183.0,9211420.0,8797170.0,11881750.0,7805306.0,10059209.0,11821281.0,8609305.0,14217272.0,13534580.0,12041789.0,11518459.0,14747760.0
JNJ,379333804000,NYSE,2408010000,5144000000,-68000000,3520000000,4458000000,4814000000,5149000000,4736000000,3667000000.0,1999-12-31,85265435.0,147239309.0,1084597713.0,201433484.0,146420516.0,131391015.0,145984330.0,185727779.0,164788113.0,160523975.0,129804586.0,138345404.0,139409660.0,168208394.0,157194059.0,114642190.0,159327466.0,152671542.0,163085375.0,178828338.0,154521593.0,164864607.0,167967356.0,162042197.0
JNPR,8456589000,NYSE,321360000,24400000,85400000,180400000,121500000,113400000,55700000,132900000,88900000.0,1999-12-31,43029398.0,60257460.0,81726193.0,84987038.0,76974859.0,91108003.0,74958891.0,80084193.0,85042372.0,68445706.0,60273533.0,74557168.0,81632493.0,71633385.0,72907425.0,82858340.0,66403033.0,98935200.0,83751863.0,104688284.0,73554157.0,101235489.0,85578547.0,68861061.0
JPM,427434377000,NYSE,2891000000,14472000000,12622000000,11008000000,9737000000,8649000000,8282000000,10399000000,11687000000.0,,146267311.0,172247400.0,169318304.0,231274765.0,206576256.0,234843075.0,242598953.0,458502954.0,169565594.0,209965176.0,202051672.0,226634577.0,318234727.0,248385561.0,258105181.0,239566728.0,268244292.0,313563637.0,301715359.0,389411084.0,288616170.0,372752625.0,251947349.0,202826185.0
K,17216631000,NYSE,342347000,357000000,298000000,-98000000,310000000,326000000,422000000,433000000,307000000.0,,50206864.0,52973866.0,52867373.0,38772052.0,61610590.0,55426091.0,30928453.0,51008982.0,45528172.0,40534842.0,37174132.0,57903953.0,39496103.0,50567681.0,46100144.0,49602336.0,65733483.0,74846973.0,39218041.0,56332068.0,56169732.0,47217386.0,45798195.0,40575963.0
KDP,39276982000,NASDAQ,1397260000,503000000,467000000,453000000,180000000,218000000,585000000,843000000,530000000.0,2008-05-30,118251646.0,173111048.0,170957406.0,211289354.0,202007540.0,201116903.0,160874722.0,199213322.0,146113989.0,127442705.0,151412371.0,163472554.0,148657417.0,162376359.0,149002761.0,133309063.0,366343801.0,251782447.0,128549986.0,132175340.0,124775789.0,141227553.0,122153547.0,96388998.0
KEY,10033052000,NYSE,935919000,287000000,312000000,394000000,542000000,533000000,448000000,629000000,645000000.0,1999-12-31,196966800.0,273954476.0,292939639.0,453986521.0,399560770.0,547505241.0,489857852.0,787038450.0,208720641.0,256555722.0,210869532.0,220537084.0,276843106.0,227031427.0,180399631.0,211534749.0,212845299.0,223118563.0,224973125.0,220829501.0,152720106.0,195917209.0,162760191.0,137794663.0
KEYS,23340460000,NYSE,177575000,288000000,283000000,260000000,299000000,338000000,258000000,229000000,282000000.0,,13340141.0,27011600.0,39190863.0,18449014.0,22213187.0,28116948.0,22181994.0,24996211.0,27667183.0,19801506.0,17331200.0,21853778.0,18611164.0,19660548.0,18762672.0,15803070.0,19468661.0,24714721.0,18060575.0,24902770.0,24654995.0,28690552.0,22213620.0,22099252.0
KHC,38789399000,NASDAQ,1228290000,1000000000,836000000,890000000,432000000,265000000,776000000,-257000000,733000000.0,2015-08-31,98160054.0,172272700.0,169678698.0,152346931.0,166744635.0,177692805.0,100468314.0,134915892.0,129313044.0,154744987.0,122241432.0,130496963.0,181397949.0,197542832.0,134150891.0,157640090.0,210326144.0,187706955.0,131737035.0,146245102.0,187663674.0,136576345.0,166118850.0,169015497.0
KIM,10674248000,NYSE,619875000,106626000,289763000,-49779000,57954000,-119501000,237302000,81681000,507739000.0,1999-12-31,62459820.0,96977709.0,100806566.0,87012608.0,81452209.0,100291366.0,75043233.0,120501657.0,85819894.0,88983752.0,85722005.0,82010726.0,122638435.0,89298257.0,67245417.0,76384032.0,107763684.0,118453592.0,77369731.0,100829229.0,150821607.0,95675146.0,83844661.0,78121608.0
KLAC,66962727000,NASDAQ,136322000,684654000,697837000,978795000,1025991000,805374000,730572000,717444000,1068417000.0,,11458725.0,19341923.0,20213110.0,22526391.0,20613913.0,22655660.0,20116823.0,25064048.0,21231976.0,26329253.0,27467830.0,33495412.0,45270299.0,37605380.0,31047200.0,30440030.0,27814596.0,31003751.0,27865570.0,31153271.0,29234101.0,34488977.0,29494639.0,24044616.0
KMB,41157112000,NYSE,338185000,102000000,566000000,507000000,467000000,437000000,523000000,357000000,469000000.0,,19594640.0,30967086.0,31780266.0,39331974.0,33907519.0,37373873.0,32875965.0,37557542.0,31164373.0,38126625.0,30344715.0,30216777.0,39707379.0,33247873.0,26552211.0,29014192.0,35131609.0,39459029.0,45802574.0,47563345.0,34875392.0,44639921.0,36817948.0,27182070.0
KMI,38502777000,NYSE,2228170000,586000000,679000000,670000000,576000000,635000000,667000000,637000000,495000000.0,2011-03-31,192345950.0,273654580.0,246234757.0,266095856.0,290762300.0,291543042.0,215160172.0,309914882.0,236155934.0,264813403.0,264762472.0,346143167.0,435084764.0,436922823.0,305960297.0,293859931.0,349683961.0,391362013.0,314659360.0,460082484.0,331755517.0,364963371.0,340813716.0,293450198.0
KMX,10832264000,NYSE,158668000,118635000,228298000,69012000,37580000,125905000,252265000,159836000,269438000.0,1999-12-31,32109748.0,47048916.0,27566312.0,25286794.0,54400207.0,30469515.0,50826791.0,55773145.0,34425257.0,54879326.0,75040871.0,42806913.0,56619749.0,51541090.0,23580519.0,23790848.0,37973808.0,42959542.0,46035505.0,36088518.0,26807358.0,34397678.0,28137466.0,21100771.0
KO,231049495000,NYSE,4324340000,2547000000,3107000000,2031000000,2825000000,1905000000,2781000000,2414000000,2471000000.0,,231368333.0,310415218.0,204582938.0,256313202.0,319447562.0,291110244.0,213244073.0,335471984.0,265890805.0,260737213.0,245987463.0,269992797.0,325964524.0,317269318.0,223035946.0,275808130.0,353200933.0,459756698.0,319086263.0,425572961.0,395791477.0,404199628.0,426803925.0,285918267.0
KR,31858506000,NYSE,719316000,-180000000,962000000,451000000,398000000,731000000,664000000,565000000,483000000.0,,55113262.0,118439487.0,93586173.0,78121389.0,126000874.0,119260596.0,91806320.0,166883737.0,89836453.0,79113429.0,114850197.0,106752242.0,162344894.0,143713167.0,108537906.0,93197354.0,135406540.0,155279475.0,121889899.0,224680757.0,116953915.0,164543359.0,199445833.0,130864477.0
KVUE,37091422000,NYSE,1914890000,430000000,330000000,370000000,585000000,604000000,528000000,411000000,,2023-06-30,246511116.0,635390392.0,1707096210.0,174155581.0,53044117.0,,,,,,,,,,,,,,,,,,,
L,14617492000,NYSE,225509000,360000000,375000000,364000000,130000000,167000000,322000000,343000000,220000000.0,1999-12-31,8753267.0,19531950.0,13009326.0,11529761.0,17732281.0,16956589.0,12759159.0,24709361.0,17842149.0,13173386.0,19152263.0,15547933.0,15903524.0,22451037.0,19139493.0,14041276.0,21001618.0,24471350.0,16144397.0,20986192.0,14725334.0,12928102.0,16684554.0,18939655.0
LDOS,13104660000,NYSE,137351000,207000000,162000000,177000000,162000000,171000000,175000000,174000000,205000000.0,,8621951.0,12328925.0,20482886.0,15606004.0,18875227.0,32155281.0,12535403.0,21895964.0,18023750.0,17674704.0,15612366.0,20002727.0,12829919.0,15908158.0,14936536.0,12626704.0,16789934.0,16640793.0,15457497.0,26592113.0,25309776.0,20617842.0,18995069.0,13871124.0
LEN,30904082000,NYSE,250152000,1108996000,871694000,596534000,1322444000,1467344000,1320756000,503581000,1190491000.0,1999-12-31,27043343.0,48700898.0,47296919.0,39591971.0,63400994.0,41533018.0,32350101.0,59314601.0,40674982.0,42466583.0,48819910.0,45926119.0,46913838.0,58336777.0,57273436.0,57932042.0,61916370.0,53441068.0,58122292.0,68655352.0,47825772.0,64788941.0,57867753.0,34599540.0
LH,17838723000,NYSE,88600000,188900000,212900000,76100000,352800000,358600000,491600000,553000000,587300000.0,1999-12-31,9011843.0,17235312.0,17389140.0,15149978.0,13588842.0,12792975.0,10760228.0,13389756.0,14346344.0,10824780.0,13313639.0,18144708.0,18153620.0,12446913.0,12167058.0,11863312.0,19707501.0,17713670.0,17339032.0,19333182.0,19869558.0,18699807.0,19482663.0,12831326.0
LHX,33521932000,NYSE,189133000,349000000,337000000,416000000,-300000000,471000000,475000000,484000000,481000000.0,,18702977.0,24378911.0,22862688.0,22068471.0,20329473.0,25503734.0,16860143.0,26680922.0,20985685.0,33662246.0,24202783.0,27283412.0,26863195.0,20069207.0,21195509.0,20015971.0,17887032.0,22971008.0,20319371.0,38953493.0,29166162.0,37275451.0,25777932.0,24419610.0
LIN,184389911000,NYSE,487946000,1575000000,1516000000,1328000000,1273000000,372000000,1174000000,1026000000,979000000.0,2018-11-30,17142208.0,25418945.0,24848457.0,29851110.0,32829767.0,31950384.0,29896881.0,52684811.0,69270337.0,41810774.0,30700825.0,38246758.0,42638918.0,39953880.0,31507431.0,45668365.0,72954675.0,42400856.0,36975574.0,60755458.0,48394518.0,36253384.0,31902423.0,32969891.0
LKQ,13551712000,NASDAQ,267556000,282000000,270000000,194000000,262000000,420000000,273000000,236000000,284000000.0,2003-11-28,18682484.0,30083618.0,27007178.0,21933163.0,27558571.0,22896839.0,19295002.0,44031387.0,34428099.0,27195222.0,28247500.0,31823203.0,27690506.0,34630272.0,27310990.0,29285601.0,36517538.0,40552674.0,38393339.0,45198506.0,42879586.0,27581583.0,34659287.0,28005252.0
LLY,585373254000,NYSE,949295000,1763200000,1344900000,1937700000,1451700000,952500000,1902900000,1726100000,1110100000.0,1999-12-31,45516105.0,58019308.0,71152574.0,46835927.0,56778357.0,75112510.0,56071795.0,80115766.0,66674226.0,50722892.0,53002346.0,69750948.0,55842424.0,68936990.0,62135816.0,42681800.0,68053614.0,65874585.0,58019395.0,70442271.0,51888486.0,59753612.0,74511225.0,60736110.0
LMT,110908891000,NYSE,251831000,1681000000,1689000000,1912000000,1778000000,309000000,1733000000,2049000000,614000000.0,1999-12-31,24266135.0,23739709.0,19351782.0,24017791.0,19693582.0,21341183.0,23162953.0,34412103.0,23120390.0,34506939.0,23690100.0,30740908.0,32648773.0,26703410.0,24137962.0,25169171.0,27067212.0,26362024.0,32327054.0,72606244.0,43081013.0,43239655.0,33209027.0,33361657.0
LNT,12699130000,NASDAQ,252719000,160000000,163000000,107000000,227000000,159000000,192000000,95000000,259000000.0,,23735766.0,33617123.0,34687850.0,24071665.0,31548121.0,29076882.0,26174456.0,41922826.0,30213067.0,23981785.0,27349216.0,33294494.0,43799795.0,29204501.0,29877382.0,22500167.0,33931444.0,51877337.0,26224650.0,26656125.0,21186997.0,21714780.0,20830819.0,28489560.0
LOW,114413052000,NYSE,577115000,2673000000,2260000000,958000000,154000000,2992000000,2333000000,1207000000,1896000000.0,,30133302.0,60014506.0,52934502.0,42572865.0,67239364.0,65371863.0,50317329.0,79985625.0,52881671.0,59170910.0,64790354.0,75839873.0,74186698.0,83702336.0,85785051.0,63097594.0,83503143.0,92945505.0,82898203.0,101706087.0,69439334.0,83717050.0,75575597.0,67066844.0
LRCX,86541943000,NASDAQ,132222000,802537000,814008000,1468507000,1425879000,1208934000,1021778000,1194830000,1179744000.0,1999-12-31,12739251.0,21701939.0,22325825.0,26937510.0,26802144.0,29897943.0,26545171.0,29631328.0,22891319.0,27931156.0,26185402.0,38681089.0,61077924.0,28050500.0,33297322.0,30406478.0,24827379.0,28750765.0,29941594.0,30898649.0,25573354.0,36697923.0,27014547.0,28347948.0
LUV,15254187000,NYSE,595634000,683000000,-159000000,-220000000,277000000,760000000,-278000000,68000000,446000000.0,1999-12-31,94994674.0,136527288.0,143779980.0,188333643.0,158130769.0,136791454.0,148195994.0,163497752.0,107595846.0,152370081.0,146471929.0,102607594.0,130507321.0,130996857.0,105351016.0,127283946.0,125931135.0,102571677.0,140098281.0,194989570.0,138286148.0,165805934.0,243976940.0,164094995.0
LVS,34698248000,NYSE,764447000,312000000,147000000,-169000000,-239000000,-290000000,2530000000,-123000000,-368000000.0,,54693407.0,108382291.0,75428702.0,94578374.0,86178902.0,82310989.0,99226912.0,109025506.0,74629529.0,128064376.0,104246315.0,118088267.0,185988278.0,155777196.0,92414494.0,143124336.0,159757961.0,151260185.0,115534974.0,191714199.0,143438275.0,238813065.0,178572215.0,170468516.0
LW,12266622000,NYSE,144927000,234800000,498800000,175100000,103100000,231900000,32000000,106600000,32500000.0,,51498940.0,31141168.0,33176552.0,33430346.0,22680471.0,27162572.0,29083701.0,31520463.0,22807176.0,34233593.0,27968257.0,35865364.0,42200741.0,32081348.0,24628330.0,30530800.0,26604732.0,22575564.0,24034974.0,35187181.0,17979392.0,34536321.0,32625347.0,49220394.0
LYB,30283241000,NYSE,324197000,715000000,474000000,353000000,572000000,1644000000,1320000000,726000000,1762000000.0,2010-05-28,20720595.0,43685844.0,43268939.0,42103821.0,40676594.0,36916340.0,40063719.0,55084451.0,36794655.0,38486489.0,30565636.0,52426757.0,49742862.0,59296282.0,42695433.0,45371280.0,53782378.0,56055606.0,36384562.0,63088356.0,39649237.0,42984345.0,54055455.0,49233964.0
LYV,19696325000,NYSE,230151000,293682000,-3169000,-203034000,361402000,187800000,-50182000,-194924000,46878000.0,2006-01-31,21927723.0,37823877.0,35691237.0,56503132.0,36598311.0,47436977.0,25547516.0,42480011.0,42602085.0,43704287.0,41590006.0,71290957.0,28772890.0,39374499.0,27516870.0,24549950.0,37920887.0,65427076.0,32136468.0,56992650.0,51853228.0,44666466.0,51484330.0,59565653.0
MA,377977766000,NYSE,934848000,2842000000,2359000000,2521000000,2496000000,2272000000,2628000000,2380000000,2403000000.0,,29388199.0,46028613.0,46910074.0,50764724.0,61953208.0,65034153.0,47166966.0,68442857.0,45192096.0,65447151.0,50710037.0,56179774.0,68697681.0,60088754.0,54862345.0,51926173.0,65072588.0,75027847.0,68736214.0,97502965.0,91243761.0,115446664.0,90416897.0,132988976.0
MAA,15901706000,NYSE,116677000,145688000,135910000,193621000,122311000,210702000,110802000,185641000,84479000.0,1999-12-31,8338455.0,12902166.0,11779483.0,11635340.0,12692938.0,12667141.0,13074626.0,18775958.0,15182953.0,14242197.0,12679498.0,11977230.0,19522291.0,14871512.0,12172010.0,11284458.0,14192947.0,15572313.0,14492331.0,16663368.0,10957231.0,13396527.0,13821798.0,11632163.0
MAR,58765210000,NASDAQ,298240000,726000000,757000000,673000000,630000000,678000000,377000000,468000000,220000000.0,1999-12-31,20377347.0,37412296.0,48811638.0,42182873.0,37760446.0,37017811.0,30386456.0,44127732.0,34430137.0,36575030.0,40874179.0,42647165.0,40397256.0,45605453.0,38444192.0,41007732.0,52229143.0,60233626.0,46290533.0,56770380.0,54742970.0,43403631.0,44797300.0,47237538.0
MAS,11813114000,NYSE,224926000,263000000,205000000,115000000,218000000,278000000,233000000,132000000,220000000.0,,21132010.0,33105022.0,29952618.0,41601846.0,40007161.0,32738162.0,43294636.0,44563348.0,41343215.0,30754330.0,34475147.0,39840733.0,39992794.0,42931647.0,35720839.0,36398139.0,53454804.0,48261932.0,48260005.0,60174929.0,45667504.0,49556721.0,36889304.0,32338689.0
MCD,182147023000,NYSE,728763000,2310400000,1802300000,1903400000,1981600000,1188000000,1104400000,1638800000,2149900000.0,,44551641.0,50648692.0,51988692.0,46831888.0,53054939.0,51674802.0,50687451.0,61784423.0,54147768.0,54161409.0,53149195.0,68990852.0,68888666.0,59795574.0,48193462.0,48681482.0,60829748.0,65018099.0,52050344.0,91733068.0,58059134.0,64352665.0,58794785.0,51037339.0
MCHP,42975171000,NASDAQ,544334000,666400000,604000000,580300000,546200000,507200000,437900000,352800000,242000000.0,1999-12-31,51799236.0,78269616.0,112495847.0,99728585.0,105594373.0,120955488.0,75856677.0,113336267.0,101755389.0,86500604.0,87622722.0,115302742.0,111022626.0,97006911.0,107900959.0,78659248.0,110241754.0,119032314.0,93504241.0,125049922.0,110359899.0,90983783.0,85902421.0,91736202.0
MCK,62400229000,NYSE,134902000,958000000,787000000,1079000000,926000000,768000000,368000000,-7000000,267000000.0,1999-12-31,9257149.0,15004222.0,20178308.0,13795338.0,15716326.0,24444144.0,16811987.0,23217261.0,19697841.0,18238986.0,22476883.0,25701746.0,17666075.0,21658042.0,22759650.0,17279756.0,25975444.0,26044560.0,21640259.0,32566090.0,23411117.0,19319399.0,22597661.0,21656080.0
MCO,58967073000,NYSE,183458000,377000000,501000000,246000000,303000000,327000000,498000000,427000000,474000000.0,,7598680.0,11487655.0,12793875.0,16856765.0,15629497.0,17662780.0,12790758.0,19126125.0,14834594.0,20073732.0,13530703.0,16790265.0,19232157.0,15648131.0,12738684.0,17211373.0,20328350.0,26042338.0,17044250.0,22987840.0,22298154.0,16521723.0,12701658.0,13826511.0
MDLZ,85189501000,NASDAQ,1360420000,944000000,2081000000,583000000,532000000,747000000,855000000,1003000000,1258000000.0,2001-07-31,107331577.0,121112251.0,114730235.0,146321644.0,128902189.0,130427536.0,109138614.0,155013750.0,107488576.0,114258916.0,124049848.0,127218512.0,156397767.0,161452390.0,119791528.0,136322348.0,153988901.0,196370952.0,152640066.0,210617057.0,138892880.0,190537089.0,154038809.0,132010371.0
MDT,95465529000,NYSE,1330530000,791000000,1179000000,1222000000,427000000,929000000,1485000000,1480000000,1311000000.0,1999-12-31,97991122.0,106809391.0,111631724.0,85937032.0,116375341.0,126329581.0,123208680.0,140527954.0,112689675.0,139750735.0,158853901.0,176161470.0,114795065.0,139911869.0,114732172.0,98111707.0,137053252.0,119889533.0,108514603.0,150543362.0,130333520.0,142997897.0,189340226.0,125475901.0
MET,47640592000,NYSE,752022000,402000000,80000000,1343000000,395000000,910000000,1634000000,1205000000,1584000000.0,2000-05-31,42818943.0,79062169.0,77966006.0,75401143.0,115967121.0,155910019.0,85686878.0,162934262.0,79106447.0,72792625.0,73411386.0,86346680.0,91225215.0,101291883.0,86449703.0,84600196.0,92317246.0,108430595.0,66278670.0,117441168.0,94038350.0,93270091.0,96158655.0,107995331.0
META,826370294000,NASDAQ,2222580000,7788000000,5709000000,4653000000,4395000000,6687000000,7465000000,10285000000,9194000000.0,,246686274.0,406801410.0,424632813.0,625339455.0,481179600.0,487059059.0,439810216.0,690450690.0,772199855.0,548770812.0,653019661.0,1063814422.0,1114165581.0,634744508.0,551637733.0,586548218.0,686376324.0,680370106.0,671047219.0,730939429.0,1127891130.0,426742200.0,437947523.0,440274313.0
MGM,12965348000,NYSE,350889000,200796000,466807000,284002000,-576830000,1783937000,-18016000,131013000,1350433000.0,1999-12-31,62561251.0,103334674.0,117529351.0,84507620.0,87051817.0,107688779.0,73460197.0,105538278.0,82155513.0,76026770.0,87323197.0,114277233.0,107593466.0,129279517.0,104721885.0,82886948.0,135856462.0,157066280.0,83192811.0,119024486.0,110657589.0,103397044.0,137415579.0,120897849.0
MHK,5274797000,NYSE,63682000,101217000,80238000,33456000,-533969000,280431000,245329000,189089000,270978000.0,1999-12-31,9708051.0,15146050.0,11495393.0,18738479.0,13461435.0,12103646.0,11705026.0,11919249.0,11658827.0,12679533.0,12409180.0,10675261.0,13849621.0,15560214.0,11975313.0,11907425.0,11556584.0,14069034.0,13621436.0,21275753.0,14627891.0,10427125.0,12774719.0,12569093.0
MKC,16548420000,NYSE,251291000,170100000,152100000,139100000,185700000,222900000,118500000,154900000,197400000.0,,50501603.0,23840343.0,22868697.0,27091673.0,37187461.0,31286132.0,24709266.0,43384538.0,22633261.0,26565104.0,20164720.0,28707828.0,30069575.0,30159679.0,20452301.0,23461466.0,27268126.0,28377550.0,22282899.0,34020146.0,29587777.0,35967857.0,34458624.0,27812658.0
MKTX,9119438000,NASDAQ,37677400,59859000,73628000,59226000,59307000,66922000,64769000,52185000,57958000.0,,6240366.0,10583625.0,7849390.0,7882029.0,8345526.0,6740100.0,7336453.0,8773643.0,5691031.0,7761173.0,7067077.0,7319166.0,7435389.0,8453255.0,7049438.0,6905659.0,6071824.0,7866408.0,11333984.0,6899148.0,5138931.0,5869462.0,5963751.0,5365920.0
MLM,26678401000,NYSE,61804000,348300000,121400000,183600000,295300000,366500000,21400000,156800000,254600000.0,1999-12-31,4925774.0,8447303.0,8565119.0,8329878.0,8233357.0,8213990.0,5578381.0,9199322.0,7969925.0,6754196.0,7547682.0,7814470.0,7745482.0,8948538.0,8842263.0,8527092.0,9482077.0,11928870.0,7329940.0,9277708.0,10548155.0,10719116.0,6721295.0,6931388.0
MMC,95086141000,NYSE,493954000,1035000000,1235000000,466000000,546000000,967000000,1071000000,803000000,537000000.0,1999-12-31,21073518.0,26364208.0,28968084.0,32368243.0,34739742.0,36108708.0,35247596.0,40297154.0,31281278.0,30870257.0,32087053.0,35371552.0,38322062.0,31609388.0,32789135.0,41760314.0,39580768.0,37489088.0,45238457.0,48067844.0,38346637.0,54542674.0,33182159.0,36426701.0
MMM,49646162000,NYSE,551992000,-6841000000,976000000,541000000,3859000000,78000000,1299000000,1339000000,1434000000.0,,49778238.0,75259716.0,73381693.0,78753003.0,95076103.0,67538743.0,61832938.0,90561276.0,55810270.0,76990932.0,59161756.0,52507707.0,72890378.0,239748874.0,304628359.0,67100466.0,63798266.0,61787866.0,53629997.0,82702137.0,76132679.0,62309642.0,48251474.0,47872133.0
MNST,50982797000,NASDAQ,1047520000,413871000,397444000,301674000,322387000,273360000,294203000,321314000,337205000.0,,82540663.0,96819017.0,96803027.0,92634214.0,85725550.0,106465770.0,66969028.0,58220369.0,35310263.0,40587564.0,36294206.0,55676910.0,54343102.0,52339412.0,61405204.0,53562839.0,61504756.0,68777077.0,61525606.0,65127525.0,63203607.0,50948149.0,47480321.0,49979693.0
MO,76077531000,NYSE,1774610000,2117000000,1787000000,2690000000,224000000,891000000,1959000000,1624000000,-2722000000.0,1999-12-31,96061280.0,173866820.0,167776306.0,131880637.0,168043028.0,146552554.0,139569171.0,236098532.0,140440007.0,151023055.0,162847047.0,159056466.0,201144513.0,220537273.0,141065469.0,171871981.0,353163384.0,238562643.0,159114321.0,235680855.0,156256754.0,205859849.0,187135253.0,150832237.0
MOH,20739060000,NYSE,58300000,309000000,321000000,56000000,230000000,248000000,258000000,103000000,143000000.0,2003-08-29,4391350.0,6676517.0,7363488.0,12276304.0,10456554.0,9443419.0,11058709.0,11480104.0,10028786.0,11024595.0,10083852.0,11775469.0,10786269.0,9954920.0,8236429.0,7615021.0,9981828.0,8782734.0,7315584.0,23984689.0,8456218.0,6250964.0,5261174.0,4378273.0
MOS,12091670000,NYSE,332280000,369000000,434800000,523200000,841700000,1035900000,1182000000,664800000,371900000.0,,45161923.0,84561460.0,71647583.0,76848776.0,95115383.0,99554221.0,76441547.0,106950921.0,81831762.0,80733598.0,75441169.0,89263358.0,83883433.0,116742264.0,107908955.0,108561148.0,175654487.0,180645537.0,178300981.0,299823672.0,154521173.0,100120588.0,88172993.0,146548226.0
MPC,60276482000,NYSE,399844000,2226000000,2724000000,3321000000,4477000000,5873000000,845000000,774000000,694000000.0,2011-07-29,41956785.0,72939106.0,85653206.0,55196118.0,72902522.0,101157054.0,68774068.0,101369655.0,71204886.0,71741094.0,90262803.0,76304296.0,65179965.0,112186449.0,101317990.0,94599954.0,196026742.0,125552983.0,93740960.0,164168221.0,127064278.0,153513669.0,130776292.0,143612559.0
MPWR,23082506000,NASDAQ,47778000,99504000,109802000,119090000,124337000,114679000,79566000,72671000,68770000.0,2004-12-31,5615954.0,9863648.0,12684229.0,11422965.0,11573350.0,18495257.0,6860800.0,10616207.0,12043627.0,9783304.0,12697206.0,13485120.0,20070635.0,14731626.0,12303556.0,8586887.0,9381569.0,11885330.0,9251141.0,11399903.0,10087396.0,9601555.0,7781689.0,6095973.0
MRK,264257339000,NYSE,2537520000,-5975000000,2821000000,3017000000,3248000000,3944000000,4310000000,3758000000,4567000000.0,,80990837.0,121822953.0,160957707.0,146112890.0,172473257.0,141581506.0,120949331.0,216567989.0,157436276.0,172747318.0,188421157.0,201128728.0,204669125.0,169468533.0,177612922.0,178377586.0,270579547.0,264473127.0,240058281.0,234688515.0,249221346.0,273882244.0,291109909.0,315398602.0
MRNA,34991722000,NASDAQ,380593000,-1380000000,79000000,1465000000,1043000000,2197000000,3657000000,4868000000,3333000000.0,,49421695.0,74728548.0,103530087.0,65190717.0,60804067.0,75650878.0,70421225.0,74038515.0,72494500.0,75859539.0,154475336.0,90278921.0,104675826.0,110232839.0,109726583.0,89695187.0,114313816.0,144992690.0,109432168.0,186497092.0,141413882.0,199495029.0,246416625.0,323130541.0
MRO,17231794000,NYSE,605687000,287000000,417000000,525000000,817000000,966000000,1304000000,649000000,184000000.0,1999-12-31,141636087.0,223240232.0,227710298.0,240367715.0,275760317.0,231814245.0,210682442.0,247807048.0,220619965.0,181799544.0,236745977.0,240440783.0,273109768.0,298178936.0,333078111.0,290553442.0,482681939.0,508191646.0,352081949.0,578944199.0,407456437.0,393428173.0,354486026.0,355513342.0
MS,130453250000,NYSE,1656970000,2182000000,2980000000,2236000000,2632000000,2495000000,3666000000,3696000000,3707000000.0,1999-12-31,126351605.0,139408199.0,131160707.0,167987658.0,150802331.0,150282218.0,129472888.0,205268207.0,121184137.0,168742543.0,145899195.0,131120131.0,171009909.0,182787247.0,152432564.0,158632374.0,174795389.0,172235917.0,196861591.0,251910854.0,202652193.0,269672469.0,190305547.0,194107581.0
